
TURNS: 7.5

Greninja: Water Shuriken [wtr] / Night Slash [drk]; Turns: 7.5; Damage: 1962
Pikachu (Shaymin Scarf)*: *Present [nrm] / Discharge [elc]; Turns: 10.0; Damage: 773
Pidgey*: Quick Attack [nrm] / Twister [drg]; Turns: 10.0; Damage: 772
Snivy: Vine Whip [grs] / Seed Bomb [grs]; Turns: 10.0; Damage: 768 (both grass)
Klink: Metal Sound [stl] / Discharge [elc]; Turns: 10.0; Damage: 757
Tandemaus*: Mud Shot [grd] / Crunch [drk]; Turns: 10.0; Damage: 757
Nacli*: Mud Shot [grd] / Ancient Power [rck]; Turns: 10.0; Damage: 751
Poliwag*: Mud Shot [grd] / Mud Bomb [grd]; Turns: 10.0; Damage: 734 (both ground)
Arbok: Poison Sting [poi] / Acid Spray [poi]; Turns: 10.0; Damage: 728 (both poison)
Tentacruel: Poison Sting [poi] / Acid Spray [poi]; Turns: 10.0; Damage: 724 (both poison)
Helioptile: Thunder Shock [elc] / Bulldoze [grd]; Turns: 10.0; Damage: 721
Tympole: Mud Shot [grd] / Mud Bomb [grd]; Turns: 10.0; Damage: 712 (both ground)
Staryu*: Quick Attack [nrm] / Bubble Beam [wtr]; Turns: 10.0; Damage: 685
Pichu*: Quick Attack [nrm] / Thunder Punch [elc]; Turns: 10.0; Damage: 679
Silicobra: Mud Shot [grd] / Bulldoze [grd]; Turns: 10.0; Damage: 674 (both ground)
Wooper (Paldean)*: Poison Jab [poi] / Body Slam [nrm]; Turns: 10.0; Damage: 661
Pichu*: Thunder Shock [elc] / Disarming Voice [fai]; Turns: 10.0; Damage: 658
Wooper*: Mud Shot [grd] / Mud Bomb [grd]; Turns: 10.0; Damage: 654 (both ground)
Octillery*: Mud Shot [grd] / Acid Spray [poi]; Turns: 10.0; Damage: 626
Araquanid: Infestation [bug] / Bubble Beam [wtr]; Turns: 10.0; Damage: 618
Togepi: Peck [fly] / Psyshock [psy]; Turns: 10.0; Damage: 609
Zubat*: Quick Attack [nrm] / Poison Fang [poi]; Turns: 10.0; Damage: 596
Seedot*: Quick Attack [nrm] / Foul Play [drk]; Turns: 10.0; Damage: 580
Sentret: Quick Attack [nrm] / Brick Break [fig]; Turns: 10.0; Damage: 574
Toedscruel*: Mud Shot [grd] / Acid Spray [poi]; Turns: 10.0; Damage: 573
Clodsire: Poison Sting [poi] / Acid Spray [poi]; Turns: 10.0; Damage: 554 (both poison)
Quagsire*: Mud Shot [grd] / Acid Spray [poi]; Turns: 10.0; Damage: 525
Swalot*: Mud Shot [grd] / Acid Spray [poi]; Turns: 10.0; Damage: 496
Clodsire: Mud Shot [grd] / Acid Spray [poi]; Turns: 10.0; Damage: 484
Ducklett: Wing Attack [fly] / Bubble Beam [wtr]; Turns: 10.0; Damage: 458
Dewpider: Infestation [bug] / Bubble Beam [wtr]; Turns: 10.0; Damage: 353
